,titre,budget,recette,duree,realisateur,casting,compagnies_production,suite,Comedy,Drama,Horror,Thriller,Action,Adventure,Science Fiction,Fantasy,Family,Crime,Romance,Animation,Mystery,War,Music,Western,History,Documentary,TV Movie,benefice global,saison,casting_score_sum,casting_score_mean,casting_score_med,casting_score_min,casting_score_max,director_score_sum,director_score_mean,director_score_med,director_score_min,director_score_max,compagnies_score_sum,compagnies_score_mean,compagnies_score_med,compagnies_score_min,compagnies_score_max
1342,Central do Brasil,2900000,5596708,110,['Walter Salles'],"['Fernanda Montenegro', 'Vinícius de Oliveira', 'Marília Pêra', 'Othon Bastos', 'Otávio Augusto', 'Matheus Nachtergaele', 'Caio Junqueira', 'Stela Freitas', 'Maria Menezes', 'Sergio Kato', 'Soia Lira', 'Rita Assemany', 'Harildo Déda', 'Gildásio Leite', 'Nanego Lira', 'Everaldo Pontes', 'Inaldo Santana', 'Gideon Rosa', 'Antonieta Noronha']","['MACT Productions', 'Videofilms', 'Riofilm']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.98993103448277,2,0,0.0,0,0,0,1,1.0,1,1,1,3,1.0,0,0,3
1343,올드보이,3000000,15194593,120,['Park Chan-wook'],"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung', 'Kim Byeong-ok', 'Ji Dae-han', 'Oh Dal-su', 'Lee Seung-shin', 'Yoon Jin-seo', 'Oh Tae-kyung', 'Yoo Yeon-seok', 'Yoo Il-han', 'Oh Gwang-rok', 'Park Myung-shin', 'Lee Dae-yeon', 'Kim Su-hyun', 'Yong-ih', 'Mun Seong-Bok', 'Park Jae-Woong', 'Seo Myeong-Seok', 'Lee Young-hee', 'Kim San']","['Show East', 'Cineclick Asia', 'CJ Entertainment', 'Egg Film']",1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,406.48643333333337,2,0,0.0,0,0,0,1,1.0,1,1,1,34,8.5,0,0,34
1344,Harry Potter and the Philosopher's Stone,125000000,976475550,152,['Chris Columbus'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton', 'Alan Rickman', 'Robbie Coltrane', 'Maggie Smith', 'Richard Griffiths', 'Ian Hart', 'Fiona Shaw', 'John Hurt', 'David Bradley', 'Matthew Lewis', 'Sean Biggerstaff', 'Warwick Davis', 'Harry Melling', 'James Phelps', 'Oliver Phelps', 'John Cleese', 'Chris Rankin', 'Alfred Enoch', 'Devon Murray', 'Jamie Waylett', 'Josh Herdman', 'Zoë Wanamaker', 'Julie Walters', 'Bonnie Wright', 'Luke Youngblood', 'Verne Troyer', 'Adrian Rawlins', 'Geraldine Somerville', 'Elizabeth Spriggs', 'Richard Bremmer', 'Nina Young', 'Terence Bayler', 'Harry Taylor', 'Jean Southern', 'Leslie Phillips', 'Simon Fisher-Becker', 'Derek Deadman', 'Ray Fearon', 'Ben Borowiecki', 'Danielle Tabor', 'Leilah Sutherland', 'Emily Dale', 'Will Theakston', 'Scot Fearn', 'Saunders Triplets', 'Kieri Kennedy', 'Leila Hoffman', 'Julianne Hough', 'Zoe Sugg', 'Jimmy Vee', 'Derek Hough', 'Dani Harmer', 'Mark Ballas', 'Paul Marc Davis', 'Violet Columbus']","['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films']",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,681.18044,2,245,4.152542372881356,0,0,63,38,38.0,38,38,38,35,11.666666666666666,12,0,23
1345,Harry Potter and the Chamber of Secrets,100000000,876688482,161,['Chris Columbus'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Kenneth Branagh', 'John Cleese', 'Robbie Coltrane', 'Warwick Davis', 'Richard Griffiths', 'Richard Harris', 'Jason Isaacs', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Julie Walters', 'David Bradley', 'Tom Felton', 'Sean Biggerstaff', 'Robert Hardy', 'Shirley Henderson', 'Gemma Jones', 'Miriam Margolyes', 'Mark Williams', 'Harry Melling', 'Bonnie Wright', 'James Phelps', 'Oliver Phelps', 'Chris Rankin', 'Toby Jones', 'Josh Herdman', 'Jamie Waylett', 'Christian Coulson', 'Matthew Lewis', 'Alfred Enoch', 'Devon Murray', 'Luke Youngblood', 'Hugh Mitchell', 'Edward Randell', 'Veronica Clifford', 'Jim Norton', 'Tom Knight', 'Heather Bleasdale', 'Ben Borowiecki', 'Isabella Columbus', 'Edward Tudor-Pole', 'Gemma Padley', 'Jenny Tarren', ""Peter O'Farrell"", 'Harry Taylor', 'Rochelle Douglas', 'Emily Dale', 'Danielle Tabor', 'Jamie Yeates', 'Violet Columbus', 'Peter Taylor', 'Scot Fearn', 'David Massam', 'Sally Mortemore', 'Louis Doyle', 'Charlotte Skeoch', 'Brendan Columbus', 'Robert Ayres', 'Alfred Burke', 'Leslie Phillips', 'Helen Stuart', 'Daisy Bates', 'David Tysall', 'Martin Bayfield', 'Julian Glover', 'Les Bubb']","['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films']",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,776.6884819999999,2,246,3.565217391304348,0,0,63,38,38.0,38,38,38,35,11.666666666666666,12,0,23
1346,Harry Potter and the Prisoner of Azkaban,130000000,789804554,141,['Alfonso Cuarón'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Michael Gambon', 'Richard Griffiths', 'Gary Oldman', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Timothy Spall', 'David Thewlis', 'Emma Thompson', 'David Bradley', 'Tom Felton', 'Pam Ferris', 'Dawn French', 'Julie Christie', 'Robert Hardy', 'Julie Walters', 'Mark Williams', 'Harry Melling', 'Adrian Rawlins', 'Geraldine Somerville', 'Lee Ingleby', 'Lenny Henry', 'Jimmy Gardner', 'Jim Tavaré', 'Abby Ford', 'Oliver Phelps', 'James Phelps', 'Chris Rankin', 'Bonnie Wright', 'Devon Murray', 'Warwick Davis', 'Matthew Lewis', 'Sitara Shah', 'Jennifer Smith', 'Bronson Webb', 'Josh Herdman', 'Genevieve Gaunt', 'Kandice Morris', 'Alfred Enoch', 'Annalisa Bugliani', 'Tess Bu Cuarón', 'Violet Columbus', 'Paul Whitehouse', 'Ekow Quartey', 'Ricky Sahota', 'Jamie Waylett', 'Sharon Sandhu', 'Danielle Tabor', 'Freddie Davies', 'Peter Best', 'Lewis Barnshaw', 'Ian Brown', 'Samantha Clinch']","['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films', 'P of A Productions Limited']",5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,507.5419646153846,0,251,4.4035087719298245,0,0,63,15,15.0,15,15,15,35,8.75,6,0,23
1347,Harry Potter and the Goblet of Fire,150000000,895921036,157,['Mike Newell'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Jason Isaacs', 'Gary Oldman', 'Miranda Richardson', 'Alan Rickman', 'Maggie Smith', 'Timothy Spall', 'Frances de la Tour', 'Predrag Bjelac', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Robert Hardy', 'Shirley Henderson', 'Roger Lloyd Pack', 'Mark Williams', 'Stanislav Yanevski', 'Robert Pattinson', 'Clémence Poésy', 'Eric Sykes', 'David Tennant', 'James Phelps', 'Oliver Phelps', 'Bonnie Wright', 'Jeff Rawle', 'Philip Rham', 'Olivia Higginbottom', 'Ashley Artus', 'Alex Palmer', 'Paschal Friel', 'Richard Rosson', 'Sheila Allen', 'Su Eliott', 'Anne Lacy', 'Flip Webster', 'David Sterne', 'Christopher Whittingham', 'Liam McKenna', 'Campbell Graham', 'Margery Mason', 'Katie Leung', 'Matthew Lewis', 'William Melling', 'Devon Murray', 'Afshan Azad', 'Shefali Chowdhury', 'Angelica Mandy', 'Tolga Safer', 'Alfred Enoch', 'Louis Doyle', 'Jamie Waylett', 'Josh Herdman', 'Charlotte Skeoch', 'Robert Wilfort', 'Tiana Benjamin', 'Henry Lloyd-Hughes', 'Jarvis Cocker', 'Philip Selway', 'Steve Mackey', 'Jason Buckle', 'Steve Claydon', 'Alan Watts', 'Adrian Rawlins', 'Geraldine Somerville', 'Oliver Miceli']","['Warner Bros. Pictures', 'Heyday Films', 'Patalex IV Productions Limited']",3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,497.28069066666666,2,288,4.056338028169014,0,0,63,16,16.0,16,16,16,23,7.666666666666667,0,0,23
1348,Harry Potter and the Order of the Phoenix,150000000,938212738,138,['David Yates'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Richard Griffiths', 'Jason Isaacs', 'Gary Oldman', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Imelda Staunton', 'David Thewlis', 'Emma Thompson', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Robert Hardy', 'George Harris', 'Natalia Tena', 'Julie Walters', 'Mark Williams', 'Harry Melling', 'Jason Boyd', 'Richard Macklin', 'Kathryn Hunter', 'Miles Jupp', 'Jessica Hynes', 'Adrian Rawlins', 'Geraldine Somerville', 'Peter Cartwright', 'Brigitte Millar', 'Timothy Bateson', 'James Phelps', 'Oliver Phelps', 'Bonnie Wright', 'Jamie Wolpert', 'Nicholas Blane', 'Daisy Haggard', 'Chris Rankin', 'Sian Thomas', 'Jamie Waylett', 'Josh Herdman', 'Katie Leung', 'Matthew Lewis', 'Evanna Lynch', 'Ryan Nelson', 'William Melling', 'Apple Brook', 'Devon Murray', 'Alfred Enoch', 'Afshan Azad', 'Shefali Chowdhury', 'Jim McManus', 'Nick Shirm', 'Sam Beazley', 'John Atterbury', 'Arben Bajraktaraj', 'Richard Leaf', 'Tony Maudsley', 'Alec Hopkins', 'Robbie Jarvis', 'James Walters', 'Charles Hughes', 'James Utechin', 'Jason Piper', 'Michael Wildman', 'Richard Cubison', 'Peter Best', 'Tav MacDougall', 'Richard Trinder', 'Nathan Clarke', 'James Payton', 'Christopher Rithin', 'Lauren Shotton', 'Timothy Spall', 'Lisa Wood', 'Olga Velasco']","['Warner Bros. Pictures', 'Heyday Films']",6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,525.4751586666667,1,307,3.7901234567901234,0,0,63,59,59.0,59,59,59,23,11.5,11,0,23
1349,Pulp Fiction,8000000,214179088,154,['Quentin Tarantino'],"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames', 'Harvey Keitel', 'Eric Stoltz', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros', 'Christopher Walken', 'Rosanna Arquette', 'Peter Greene', 'Duane Whitaker', 'Angela Jones', 'Phil LaMarr', 'Steve Buscemi', 'Bronagh Gallagher', 'Laura Lovelace', 'Frank Whaley', 'Paul Calderon', 'Jerome Patrick Hoban', 'Michael Gilden', 'Gary Shorelle', 'Susan Griffiths', 'Eric Clark', 'Joseph Pilato', 'Brad Blumenthal', 'Lorelei Leslie', 'Emil Sitka', 'Brenda Hillhouse', 'Chandler Lindauer', 'Sy Sher', 'Robert Ruth', 'Rich Turner', 'Don Blakely', 'Carl Allen', 'Karen Maruyama', 'Kathy Griffin', 'Venessia Valentino', 'Linda Kaye', 'Stephen Hibbert', 'Alexis Arquette', 'Julia Sweeney', 'Cie Allman', 'Rene Beard', 'Lori Pizzo', 'Glendon Rich', 'Devan Richardson', 'Ani Sava']","['Miramax', 'A Band Apart', 'Jersey Films']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2577.2386,1,207,4.14,0,0,98,18,18.0,18,18,18,5,1.6666666666666667,2,0,3
1350,Contact,90000000,171120329,150,['Robert Zemeckis'],"['Jodie Foster', 'Matthew McConaughey', 'James Woods', 'John Hurt', 'Tom Skerritt', 'William Fichtner', 'David Morse', 'Angela Bassett', 'Geoffrey Blake', 'Max Martini', 'Rob Lowe', 'Jake Busey', 'Jena Malone', 'Tucker Smallwood', 'Sami Chester', 'Henry Strozier', 'Haynes Brooke', 'Timothy McNeil', 'Laura Elena Surillo', 'Michael Chaban', 'Larry King', 'Thomas Garner ', 'Conroy Chino', 'Dan Gifford', 'Vance Valencia', 'Donna Kelley', 'Leon Harris', 'Claire Shipman', 'Behrooz Afrakhan', 'Saemi Nakamura', 'Maria Celeste Arraras', 'Tabitha Soren', 'Geraldo Rivera', 'Ian Whitcomb', 'Jay Leno', 'Michael Albala', 'Ned Netterville', 'Leo Lee', 'William Jordan', 'David St. James', 'Steven Ford', 'Alexander Zemeckis', 'Janie Peterson', 'Philippe Bergeron', 'Jennifer Balgobin', 'Anthony Hamilton', 'Rebecca T. Beucler', 'Marc Macaulay', 'Jeffery Thomas Johnson', 'Yuji Okumoto', 'Gerry Griffin', 'Brian Alston', 'Rob Elk', 'Mark Thomason', 'José Rey', 'Todd Patrick Breaugh', 'Alex Veadov', 'Alice Kushida', 'Robin Gammell', 'Richardson Morse', 'Seiji Okamura', 'Mak Takano', 'Hiroshi Tom Tanaka', 'Catherine Dao', 'Kristoffer Ryan Winters', 'Valorie Armstrong', 'Jim Hild', 'William L. Thomas', 'Diego Montoya', 'Robert Aguilar Jr.', 'Mark Bailey', 'Matt Bennett', 'Tony Boldi', 'Christopher Boyer', 'Mark Byrne', 'Candice T. Cain', 'Aixa Clemente', 'Derrick Damions', 'Elaina Erika Davis', 'Joey Dente', 'Jeff Elmore', 'Carl Gilliard', 'Ming Lo', 'Sunshine Logroño', 'Denise Loveday', 'Neal Matarazzo', 'Cassidy McMillan', 'Molly Mueller', 'Paul L. Nolan', 'Marisa Petroro', 'Errica Poindexter', 'J.A. Preston', 'Frank Principe', 'Leo Rogstad', 'Russell Sanderlin Sr.', 'Frank Silva', 'John A. Taylor', 'Todd Thompson', 'Cenk Uygur', 'Holly Cross Vagley', 'Eric Alan Wendell', 'Delaney Williams', 'Bill Clinton', 'Jonathan Adler']","['Warner Bros. Pictures', 'South Side Amusement Company']",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,90.13369888888889,1,96,0.9230769230769232,0,0,23,40,40.0,40,40,40,0,0.0,0,0,0
1351,Meet the Fockers,80000000,516642939,115,['Jay Roach'],"['Ben Stiller', 'Robert De Niro', 'Dustin Hoffman', 'Barbra Streisand', 'Blythe Danner', 'Teri Polo', 'Owen Wilson', 'Spencer Pickren', 'Bradley Pickren', 'Alanna Ubach', 'Ray Santiago', 'Tim Blake Nelson', 'Shelley Berman', 'Kali Rocha', 'Dorie Barton', 'Jack Plotnick', 'Wayne Thomas Yorke', 'B.J. Hansen', 'J.P. Manoux', 'Myra Turley', 'Vahe Bejan', 'Kathleen Gati', 'Angelo Tiffe', 'Kyle T. McNamee', 'Cedric Yarbrough', 'Max Hoffman', 'Benjamin Trueblood', 'Roberto Garcia', 'Rock Deadrick', 'David Sutton', 'Bernadette Pérez', ""Linda O'Neil"", 'Tiffany Turner', 'David Zimmerman']","['DreamWorks Pictures', 'Universal Pictures', 'Everyman Pictures', 'Tribeca Productions']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,545.8036737499999,3,153,4.5,0,0,43,16,16.0,16,16,16,132,33.0,15,2,99
1352,GoldenEye,58000000,352194034,130,['Martin Campbell'],"['Pierce Brosnan', 'Izabella Scorupco', 'Famke Janssen', 'Sean Bean', 'Joe Don Baker', 'Judi Dench', 'Robbie Coltrane', 'Tchéky Karyo', 'Gottfried John', 'Alan Cumming', 'Desmond Llewelyn', 'Samantha Bond', 'Michael Kitchen', 'Serena Gordon', 'Simon Kunz', 'Pavel Douglas', 'Olivier Lajous', 'Billy J. Mitchell', 'Constantine Gregory', 'Minnie Driver', 'Michelle Arthur', 'Ravil Isyanov', 'Vladimir Milanovich', 'Trevor Byfield', 'Peter Majer', 'Kate Gayson', 'Simone Bechtel']","['United Artists', 'Eon Productions']",16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,507.2310931034483,2,57,2.111111111111111,0,0,24,19,19.0,19,19,19,20,10.0,10,6,14
1353,Finding Forrester,43000000,80049764,136,['Gus Van Sant'],"['Sean Connery', 'Rob Brown', 'F. Murray Abraham', 'Anna Paquin', 'Busta Rhymes', 'April Grace', 'Michael Pitt', 'Michael Nouri', 'Richard Easton', 'Glenn Fitzgerald', ""Lil' Zane"", 'Stephanie Berry', 'Fly Williams III', 'Damany Mathis', 'Damien Lee', 'Tom Kearns', 'Matthew Noah Word', 'Charles Bernstein', 'Matt Malloy', 'Matt Damon', 'Jimmy Bobbit', 'Capital Jay', 'Jim Titus', 'Cassandra Kubinski', 'Sophia Wu', 'Gerry Rosenthal', 'Tim Hall', 'Tom Mullica', 'David Madison', 'Joey Buttafuoco', 'Jaime McCaig', 'William Modeste', 'Daniel Rodriguez', 'Samuel Tyson', 'Vince Giordano', 'Dean Pratt', 'Kerry MacKillop', 'Harvey Tibbs', 'Jack Stuckey', 'Mark Lopeman', 'Marc Phaneuf', 'Larry Wade', 'Matt Munisteri', 'John Meyers', 'Ron Morgan', 'Alison Folland', 'Alex Trebek']","['Fountainbridge Films', 'Laurence Mark Productions', 'Finding Forrester Productions']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.16224186046512,3,66,1.4042553191489362,0,0,48,4,4.0,4,4,4,0,0.0,0,0,0
1354,Four Weddings and a Funeral,4400000,245700832,117,['Mike Newell'],"['Hugh Grant', 'Andie MacDowell', 'James Fleet', 'Simon Callow', 'John Hannah', 'Kristin Scott Thomas', 'David Bower', 'Charlotte Coleman', 'Anna Chancellor', 'Rowan Atkinson', 'Corin Redgrave', 'Timothy Walker', 'Sara Crowe', 'Ronald Herdman', 'Elspet Gray', 'Philip Voss', 'Kenneth Griffith', 'Rupert Vansittart', 'Nicola Walker', 'Paul Stacey', 'Simon Kunz', 'Robin McCaffrey', 'Michael Mears', 'David Haig', 'Sophie Thompson', 'Donald Weedon', 'Robert Lang', 'Jeremy Kemp', 'Nigel Hastings', 'Emily Morgan', 'Amanda Mealing', 'Polly Kemp', 'Melissa Knatchbull', 'Rosalie Crutchley', 'Hannah Taylor-Gordon', 'Bernice Stegers', 'Ken Drury', 'Struan Rodger', 'Lucy Hornak', 'Randall Paul', 'Pat Starr', 'Tim Thomas', 'Neville Phillips', 'Susanna Hamnett', 'John Abbott', 'Richard Butler', 'Mark Chapman']","['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5484.109818181818,3,37,0.7872340425531915,0,0,15,16,16.0,16,16,16,17,5.666666666666667,1,0,16
1355,The Piano,7000000,40185556,121,['Jane Campion'],"['Holly Hunter', 'Harvey Keitel', 'Sam Neill', 'Anna Paquin', 'Cliff Curtis', 'Kerry Walker', 'Ian Mune', 'Geneviève Lemon', 'Pete Smith', 'Bruce Allpress', 'Rose McIver', 'Verity George', 'Stephen Papps', 'Karen Colston', 'Eddie Campbell', 'Te Whatanui Skipwith', 'Tungia Baker', 'Neil Gudsell']","['CiBy 2000', 'Australian Film Commission', 'New South Wales Film & Television Office', 'Jan Chapman Productions']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,474.0793714285714,0,21,1.1666666666666667,0,0,14,0,0.0,0,0,0,0,0.0,0,0,0
1356,Tomorrow Never Dies,110000000,333011068,119,['Roger Spottiswoode'],"['Pierce Brosnan', 'Michelle Yeoh', 'Jonathan Pryce', 'Teri Hatcher', 'Judi Dench', 'Ricky Jay', 'Desmond Llewelyn', 'Götz Otto', 'Samantha Bond', 'Vincent Schiavelli', 'Joe Don Baker', 'Colin Salmon', 'Geoffrey Palmer', 'Julian Fellowes', 'Terence Rigby', 'Nina Young', 'Daphne Deckers', 'Colin Stinton', 'Al Matthews', 'Cecilie Thomsen', 'Mark Spalding', 'Bruce Alexander', 'Anthony Green', 'Christopher Bowen', 'Julian Rhind-Tutt', 'Gerard Butler', 'Michael Byrne', 'Pip Torrens', 'Hugh Bonneville', 'Jason Watkins', 'Brendan Coyle', 'Nadia Cameron-Blakey', 'Vincent Wang', 'Dinny Powell', 'Romo Gorrara', 'Laura Brattan', 'Antje Schmidt', 'Sophie Schütt']","['United Artists', 'Eon Productions', 'Danjaq']",17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202.73733454545453,2,72,1.894736842105263,0,0,24,6,6.0,6,6,6,20,6.666666666666667,6,0,14
1357,The Sixth Sense,40000000,672806292,107,['M. Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Donnie Wahlberg', 'Mischa Barton', 'Trevor Morgan', 'Glenn Fitzgerald', 'Bruce Norris', 'Angelica Page', 'Greg Wood', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Lisa Summerour', 'Samia Shoaib', 'Janis Dardaris', 'Sarah Ripard', 'KaDee Strickland', 'Kate Kearney-Patch', 'Patrick McDade', 'Firdous Bamji', 'Hayden Saunier', 'Neill Hartley', 'Heidi Fischer', 'Michael J. Lyons', 'Samantha Fitzpatrick', 'Holly Cross Vagley', 'Marilyn Shanok', 'Carol Nielson', 'Jodi Dawson', 'Tony Michael Donnelly', 'Ronnie Lea', 'Carlos Xavier Lopez', 'Gino Inverso', 'Ellen Sheppard', 'Tom McLaughlin', 'Candy Aston-Dennis', 'Gina Allegro', 'Bob Bowersox', 'Matt Casale', 'Kym Cohen', 'Colleen June McQuaide', 'Jonathan Nation', 'Sean Oliver', 'Alison Robertson']","['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1582.01573,1,61,1.3555555555555556,0,0,46,29,29.0,29,29,29,25,6.25,6,0,12
1358,Shaun of the Dead,6100000,30097092,99,['Edgar Wright'],"['Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis', 'Dylan Moran', 'Penelope Wilton', 'Bill Nighy', 'Peter Serafinowicz', 'Jessica Hynes', 'Rafe Spall', 'Martin Freeman', 'Matt Lucas', 'Reece Shearsmith', 'Tamsin Greig', 'Julia Deakin', 'Steve Emerson', 'Nicola Cunningham', 'Arvind Doshi', 'Stuart Powell', 'Phyllis MacMahon', 'Patricia Franklin', 'Mark Donovan', 'Chris Martin', 'Jon Buckland', 'Vernon Kay', 'Trisha Goddard', 'Jeremy Thompson', 'Carol Barnes', 'Krishnan Guru-Murthy', 'Rob Butler', 'Keir Mills', 'Matt Jaynes', 'Gavin Ferguson', 'Horton Jupiter', 'Tim Baggaley', 'Finola Geraghty', 'Sonnell Dadral', 'Samantha Day', 'David Park', 'Robert Fitch', 'Sharon Gavin', 'Patch Connolly', 'Christopher Harwood', 'Nick Ewans', 'Alex Lutes', 'Keith Chegwin', 'Lucy Akhurst', 'Paul Kaye', 'Lauren Laverne', 'Michael Smiley', 'Paul Putner', 'Antonia Campbell-Hughes', 'Rob Brydon', 'Julia Davis', 'Mark Gatiss', 'Robert Popper', 'David Walliams']","['Big Talk Productions', 'StudioCanal', 'Film4 Productions', 'Working Title Films', 'WT2 Productions', 'Inside Track 2']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.39495081967215,0,80,1.4035087719298245,0,0,31,4,4.0,4,4,4,27,4.5,2,0,16
1359,V for Vendetta,54000000,132511035,132,['James McTeigue'],"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Pigott-Smith', 'Natasha Wightman', 'Rupert Graves', 'Roger Allam', 'Ben Miles', 'Sinéad Cusack', 'Eddie Marsan', 'John Standing', 'Imogen Poots', 'Clive Ashborn', 'Ian Burfield', 'Mark Phoenix', 'Billie Cook', 'Guy Henry', 'Cosima Shaw', 'Megan Gay', 'Roderic Culver', 'Andy Rashleigh', 'Amelda Brown', 'Richard Campbell', 'Mark Longhurst', 'Charles Cork', 'John Ringham', 'Oliver Bradshaw', 'Juliet Howland', 'Joseph Rye', 'Malcolm Sinclair', 'Madeleine Rakic-Platt', 'Selina Giles', 'Carsten Hayes', 'Derek Hutchinson', 'Martin Savage', 'Grant Burgin', 'Greg Donaldson', 'Jason Griffiths', 'Laura Greenwood', 'Paul Antony-Barber', 'Anna Farnworth', 'Mary Stockley', 'Simon Newby', 'David Merheb', 'Dulcie Smart', 'Ben Posener', 'Ian T. Dickinson', 'Eamon Geoghegan', 'Matthew Bates', 'Matt Wilkinson', 'Martin McGlade', 'Richard Laing', 'Michael Simkins', 'William Tapley', 'Tony Cook', 'Lee Asquith-Coe', 'Christopher Fosh', 'Keith How', 'Norman Campbell Rees', 'Andy Callaghan', 'Forbes KB', 'João Costa Menezes', 'Chris Wilson', 'Nicolas de Pruyssenaere', 'Rami Hilmi', 'Mathis Landwehr', 'Wolfgang Stegemann']","['Warner Bros. Pictures', 'Studio Babelsberg', 'DC Comics', 'Virtual Studios', 'Anarchos Productions', 'Medienboard Berlin-Brandenburg', 'Silver Pictures', 'Fünfte Babelsberg Film']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145.39080555555554,3,42,0.6086956521739131,0,0,38,2,2.0,2,2,2,10,1.25,0,0,9
1360,Face/Off,80000000,245676146,138,['John Woo'],"['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola', 'Gina Gershon', 'Dominique Swain', 'Nick Cassavetes', 'Harve Presnell', 'Colm Feore', 'John Carroll Lynch', 'CCH Pounder', 'Robert Wisdom', 'Margaret Cho', 'James Denton', 'Matt Ross', 'Chris Bauer', 'Myles Jeffrey', 'David McCurley', 'Thomas Jane', 'Tommy Flanagan', 'Romy Walthall Windsor', 'Paul Hipp', 'Kirk Baltz', 'Lauren Sinclair', 'Lisa Boyle', 'Linda Hoffman', 'Danny Masterson', 'Steve Hytner', 'Khristian Lupo', 'Thomas Rosales Jr.', 'John Bloom']","['Paramount', 'Permut Presentations', 'WCG Entertainment Productions', 'Douglas/Reuther Productions', 'Touchstone Pictures', 'Krane Entertainment']",1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,207.0951825,1,72,2.3225806451612905,0,0,41,12,12.0,12,12,12,51,8.5,0,0,34
1361,From Dusk Till Dawn,19000000,25836616,108,['Robert Rodriguez'],"['George Clooney', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks', 'Brenda Hillhouse', 'John Saxon', 'Marc Lawrence', 'Kelly Preston', 'John Hawkes', 'Tito Larriva', 'Peter Atanasoff', 'Johnny Vatos Hernandez', 'Aimee Graham', 'Heidi McNeal', 'Ernest M. Garcia', 'Cristos', 'Mike Moroff', 'Tia Texada', 'Janine Jordae', 'Ungela Brockman', 'Michelle Berube', 'Michael McKay', 'Jake McKinnon', 'Walter Phelan', 'Rosalia Hayakawa', 'Annette Harper', 'Madison Clark']","['Miramax', 'A Band Apart', 'Dimension Films', 'Los Hooligans Productions']",1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.982189473684215,3,70,2.121212121212121,0,0,32,14,14.0,14,14,14,6,1.5,1,0,3
